RA,RA_ERR,DEC,DEC_ERR,PLX,PLX_ERR,PMRA,PMRA_ERR,PMDEC,PMDEC_ERR,RA_DEC_CORR,RA_PLX_CORR,RA_PMRA_CORR,RA_PMDEC_CORR,DEC_PLX_CORR,DEC_PMRA_CORR,DEC_PMDEC_CORR,PLX_PMRA_CORR,PLX_PMDEC_CORR,PMRA_PMDEC_CORR,NAME,MODE,EPOCH,CHI_SQUARE
287.10647920958854,0.7332467926950974,52.425411328635654,0.14377898781603737,14.2453230491424,0.2811058414858143,-100.66361189140504,2.228000007348284,-55.19398858656258,0.5051391063158902,-0.037947183738924826,0.05178970254416917,-0.4505706839534973,-0.01246659896729599,-0.5739784196446968,0.12536343747654038,0.23461501035322202,-0.20903094059478172,-0.7355968852773624,0.13671420214888444,HD 179094,PR,2021.1256947296372,1.0002205453198059
